"source","ident","fold"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000065/2023420-16-9_Coccinella_septempunctata_000065_s84_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000005/2023425-16-22_Coccinella_septempunctata_000005_s1_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s31_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s65_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s41_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s49_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s50_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s32_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s2_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s46_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s35_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023424-16-23/000064/2023424-16-23_Coccinella_septempunctata_000064_s12_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000055/2023420-16-9_Coccinella_septempunctata_000055_s48_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000045/2023420-16-9_Coccinella_septempunctata_000045_s102_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000048/2023420-16-9_Coccinella_septempunctata_000048_s150_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000065/2023419-16-19_Coccinella_septempunctata_000065_s70_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000052/2023420-16-9_Coccinella_septempunctata_000052_s17_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000012/2023420-16-9_Coccinella_septempunctata_000012_s101_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000017/2023419-16-19_Coccinella_septempunctata_000017_s47_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000051/2023420-16-9_Coccinella_septempunctata_000051_s94_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000065/2023419-16-19_Coccinella_septempunctata_000065_s64_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000000/2023419-16-19_Coccinella_septempunctata_000000_s1_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000048/2023420-16-9_Coccinella_septempunctata_000048_s67_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000047/2023420-16-9_Coccinella_septempunctata_000047_s112_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000066/2023420-16-9_Coccinella_septempunctata_000066_s78_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000015/2023420-16-9_Coccinella_septempunctata_000015_s5_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000054/2023420-16-9_Coccinella_septempunctata_000054_s36_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000044/2023419-16-19_Coccinella_septempunctata_000044_s27_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000017/2023419-16-19_Coccinella_septempunctata_000017_s58_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023424-16-23/000064/2023424-16-23_Coccinella_septempunctata_000064_s30_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023424-16-23/000064/2023424-16-23_Coccinella_septempunctata_000064_s32_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000020/2023419-16-19_Coccinella_septempunctata_000020_s37_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000047/2023420-16-9_Coccinella_septempunctata_000047_s120_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000064/2023420-16-9_Coccinella_septempunctata_000064_s137_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000033/2023419-16-19_Coccinella_septempunctata_000033_s94_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023419-16-19/000025/2023419-16-19_Coccinella_septempunctata_000025_s85_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023425-16-22/000052/2023425-16-22_Coccinella_septempunctata_000052_s16_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000036/2023420-16-9_Coccinella_septempunctata_000036_s59_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000051/2023420-16-9_Coccinella_septempunctata_000051_s13_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Coccinella_septempunctata/2023420-16-9/000046/2023420-16-9_Coccinella_septempunctata_000046_s79_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000033/2023612-16-19_Episyrphus_balteatus_000033_s1_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s61_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s71_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s109_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s154_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s144_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s85_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s136_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s126_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s78_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s110_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s100_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s57_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s101_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s69_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s56_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s46_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s24_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s60_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s84_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s155_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s161_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s62_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s72_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s86_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s73_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s63_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s169_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s87_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s18_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s102_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s55_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s45_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s128_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s40_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s82_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s153_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s143_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s66_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s48_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s58_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s152_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s83_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s15_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003/2023613-16-37_Episyrphus_balteatus_000003_s88_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023615-16-27/000008/2023615-16-27_Episyrphus_balteatus_000008_s111_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023615-16-27/000009/2023615-16-27_Episyrphus_balteatus_000009_s63_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023515-16-42/000045/2023515-16-42_Episyrphus_balteatus_000045_s83_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023615-16-27/000001/2023615-16-27_Episyrphus_balteatus_000001_s13_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023515-16-42/000005/2023515-16-42_Episyrphus_balteatus_000005_s21_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000066/2023612-16-19_Episyrphus_balteatus_000066_s32_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000012/2023613-16-37_Episyrphus_balteatus_000012_s36_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023515-16-42/000001/2023515-16-42_Episyrphus_balteatus_000001_s91_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023615-16-27/000008/2023615-16-27_Episyrphus_balteatus_000008_s16_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003/2023613-16-37_Episyrphus_balteatus_000003_s40_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023615-16-27/000012/2023615-16-27_Episyrphus_balteatus_000012_s59_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000007/2023612-16-19_Episyrphus_balteatus_000007_s123_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000003/2023612-16-19_Episyrphus_balteatus_000003_s42_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000014/2023614-16-27_Episyrphus_balteatus_000014_s9_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000009/2023613-16-37_Episyrphus_balteatus_000009_s31_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007/2023614-16-27_Episyrphus_balteatus_000007_s70_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023615-16-27/000010/2023615-16-27_Episyrphus_balteatus_000010_s8_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000011/2023613-16-37_Episyrphus_balteatus_000011_s39_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007/2023614-16-27_Episyrphus_balteatus_000007_s77_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000008/2023614-16-27_Episyrphus_balteatus_000008_s95_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007/2023614-16-27_Episyrphus_balteatus_000007_s92_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023515-16-42/000037/2023515-16-42_Episyrphus_balteatus_000037_s56_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s146_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000066/2023613-16-37_Episyrphus_balteatus_000066_s89_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000003/2023614-16-27_Episyrphus_balteatus_000003_s54_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000009/2023613-16-37_Episyrphus_balteatus_000009_s154_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000014/2023614-16-27_Episyrphus_balteatus_000014_s74_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000067/2023613-16-37_Episyrphus_balteatus_000067_s155_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000006/2023614-16-27_Episyrphus_balteatus_000006_s121_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000010/2023612-16-19_Episyrphus_balteatus_000010_s53_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023612-16-19/000001/2023612-16-19_Episyrphus_balteatus_000001_s46_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000008/2023614-16-27_Episyrphus_balteatus_000008_s116_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023515-16-42/000044/2023515-16-42_Episyrphus_balteatus_000044_s40_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007/2023614-16-27_Episyrphus_balteatus_000007_s98_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023615-16-27/000013/2023615-16-27_Episyrphus_balteatus_000013_s48_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023614-16-27/000067/2023614-16-27_Episyrphus_balteatus_000067_s90_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Episyrphus_balteatus/2023613-16-37/000065/2023613-16-37_Episyrphus_balteatus_000065_s43_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s10_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s11_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s12_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s13_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s14_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s15_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s16_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s17_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s18_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s19_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s1_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s20_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s21_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s22_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000023/2022530-16-6_Halyomorpha_halys_000023_s51_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000005/202261-15-3_Halyomorpha_halys_000005_s2_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000016/2022524-16-36_Halyomorpha_halys_000016_s14_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000015/2022530-16-6_Halyomorpha_halys_000015_s31_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000016/2022530-16-6_Halyomorpha_halys_000016_s33_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000013/202261-15-3_Halyomorpha_halys_000013_s28_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000016/2022524-16-36_Halyomorpha_halys_000016_s120_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000028/2022530-16-6_Halyomorpha_halys_000028_s123_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000014/202261-15-3_Halyomorpha_halys_000014_s11_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000033/2022524-16-36_Halyomorpha_halys_000033_s71_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022425-18-24/000009/2022425-18-24_Halyomorpha_halys_000009_s13_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000027/2022524-16-36_Halyomorpha_halys_000027_s67_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000058/2022524-16-36_Halyomorpha_halys_000058_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000016/2022524-16-36_Halyomorpha_halys_000016_s7_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s23_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s46_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s47_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s48_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s49_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s4_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s50_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s51_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s52_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s53_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s54_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s55_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s56_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s57_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s58_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s59_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s5_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s60_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s61_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s62_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s63_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s64_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s65_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s66_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s67_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s68_ch1","train"
